<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024.01.03,13:53:00,1.05755,1.05760,1.05752,1.05757,60
2024.01.03,13:54:00,1.05755,1.05763,1.05749,1.05757,60
2024.01.03,13:55:00,1.05755,1.05761,1.05749,1.05754,60
2024.01.03,13:56:00,1.05754,1.05765,1.05746,1.05765,60
2024.01.03,13:57:00,1.05762,1.05765,1.05755,1.05757,60
2024.01.03,13:58:00,1.05755,1.05761,1.05748,1.05751,60
2024.01.03,13:59:00,1.05750,1.05764,1.05747,1.05760,60
2024.01.03,14:00:00,1.05762,1.05764,1.05750,1.05752,60
2024.01.03,14:01:00,1.05750,1.05756,1.05747,1.05754,60
2024.01.03,14:02:00,1.05757,1.05761,1.05749,1.05752,60
2024.01.03,14:03:00,1.05751,1.05761,1.05751,1.05754,60
2024.01.03,14:04:00,1.05754,1.05761,1.05747,1.05758,60
2024.01.03,14:05:00,1.05758,1.05764,1.05749,1.05758,60
2024.01.03,14:06:00,1.05757,1.05762,1.05743,1.05758,60
2024.01.03,14:07:00,1.05756,1.05767,1.05751,1.05760,60
2024.01.03,14:08:00,1.05759,1.05759,1.05745,1.05756,60
2024.01.03,14:09:00,1.05757,1.05764,1.05749,1.05751,60
2024.01.03,14:10:00,1.05750,1.05755,1.05745,1.05754,60
2024.01.03,14:11:00,1.05753,1.05759,1.05752,1.05757,60
2024.01.03,14:12:00,1.05755,1.05766,1.05747,1.05754,60
2024.01.03,14:13:00,1.05757,1.05759,1.05741,1.05754,60
2024.01.03,14:14:00,1.05754,1.05763,1.05742,1.05763,60
2024.01.03,14:15:00,1.05763,1.05772,1.05760,1.05762,60
2024.01.03,14:16:00,1.05763,1.05766,1.05753,1.05759,60
2024.01.03,14:17:00,1.05757,1.05762,1.05749,1.05753,60
2024.01.03,14:18:00,1.05754,1.05761,1.05744,1.05749,60
2024.01.03,14:19:00,1.05751,1.05761,1.05745,1.05760,60
2024.01.03,14:20:00,1.05760,1.05763,1.05747,1.05756,60
2024.01.03,14:21:00,1.05756,1.05765,1.05748,1.05751,60
2024.01.03,14:22:00,1.05749,1.05757,1.05748,1.05752,60
2024.01.03,14:23:00,1.05753,1.05766,1.05750,1.05763,60
2024.01.03,14:24:00,1.05761,1.05768,1.05755,1.05764,60
2024.01.03,14:25:00,1.05764,1.05764,1.05752,1.05755,60
2024.01.03,14:26:00,1.05752,1.05765,1.05750,1.05750,60
2024.01.03,14:27:00,1.05750,1.05763,1.05745,1.05762,60
2024.01.03,14:28:00,1.05761,1.05765,1.05753,1.05754,60
2024.01.03,14:29:00,1.05756,1.05758,1.05749,1.05756,60
2024.01.03,14:30:00,1.05756,1.05767,1.05755,1.05756,60
2024.01.03,14:31:00,1.05755,1.05765,1.05750,1.05750,60
2024.01.03,14:32:00,1.05750,1.05763,1.05748,1.05758,60
2024.01.03,14:33:00,1.05756,1.05768,1.05752,1.05764,60
2024.01.03,14:34:00,1.05763,1.05766,1.05752,1.05759,60
2024.01.03,14:35:00,1.05758,1.05763,1.05753,1.05760,60
2024.01.03,14:36:00,1.05761,1.05761,1.05744,1.05759,60
2024.01.03,14:37:00,1.05757,1.05757,1.05746,1.05757,60
2024.01.03,14:38:00,1.05757,1.05768,1.05756,1.05757,60
2024.01.03,14:39:00,1.05758,1.05766,1.05752,1.05764,60
2024.01.03,14:40:00,1.05764,1.05768,1.05758,1.05761,60
2024.01.03,14:41:00,1.05761,1.05764,1.05752,1.05759,60
2024.01.03,14:42:00,1.05759,1.05760,1.05751,1.05753,60
2024.01.03,14:43:00,1.05754,1.05762,1.05751,1.05757,60
2024.01.03,14:44:00,1.05756,1.05760,1.05750,1.05757,60
2024.01.03,14:45:00,1.05758,1.05758,1.05749,1.05753,60
2024.01.03,14:46:00,1.05754,1.05767,1.05753,1.05760,60
2024.01.03,14:47:00,1.05762,1.05762,1.05747,1.05751,60
2024.01.03,14:48:00,1.05750,1.05759,1.05749,1.05756,60
2024.01.03,14:49:00,1.05757,1.05759,1.05749,1.05751,60
2024.01.03,14:50:00,1.05752,1.05762,1.05747,1.05754,60
2024.01.03,14:51:00,1.05752,1.05756,1.05746,1.05751,60
2024.01.03,14:52:00,1.05753,1.05764,1.05753,1.05757,60
2024.01.03,14:53:00,1.05756,1.05765,1.05754,1.05761,60
2024.01.03,14:54:00,1.05760,1.05765,1.05745,1.05745,60
2024.01.03,14:55:00,1.05746,1.05749,1.05711,1.05714,60
2024.01.03,14:56:00,1.05713,1.05713,1.05690,1.05694,60
2024.01.03,14:57:00,1.05694,1.05694,1.05678,1.05678,60
2024.01.03,14:58:00,1.05678,1.05678,1.05658,1.05670,60
2024.01.03,14:59:00,1.05670,1.05672,1.05660,1.05664,60
2024.01.03,15:00:00,1.05664,1.05665,1.05650,1.05651,60
2024.01.03,15:01:00,1.05653,1.05653,1.05633,1.05637,60
2024.01.03,15:02:00,1.05636,1.05636,1.05614,1.05618,60
2024.01.03,15:03:00,1.05617,1.05621,1.05610,1.05616,60
2024.01.03,15:04:00,1.05615,1.05615,1.05592,1.05607,60
2024.01.03,15:05:00,1.05606,1.05606,1.05591,1.05606,60
2024.01.03,15:06:00,1.05607,1.05609,1.05589,1.05590,60
2024.01.03,15:07:00,1.05592,1.05600,1.05587,1.05590,60
2024.01.03,15:08:00,1.05590,1.05596,1.05577,1.05580,60
2024.01.03,15:09:00,1.05580,1.05586,1.05575,1.05586,60
2024.01.03,15:10:00,1.05588,1.05589,1.05573,1.05573,60
2024.01.03,15:11:00,1.05572,1.05574,1.05557,1.05558,60
2024.01.03,15:12:00,1.05556,1.05559,1.05534,1.05534,60
2024.01.03,15:13:00,1.05534,1.05536,1.05504,1.05507,60
2024.01.03,15:14:00,1.05506,1.05507,1.05499,1.05506,60
2024.01.03,15:15:00,1.05505,1.05508,1.05500,1.05508,60
2024.01.03,15:16:00,1.05506,1.05507,1.05487,1.05487,60
2024.01.03,15:17:00,1.05487,1.05487,1.05461,1.05461,60
2024.01.03,15:18:00,1.05462,1.05462,1.05442,1.05447,60
2024.01.03,15:19:00,1.05449,1.05449,1.05423,1.05426,60
2024.01.03,15:20:00,1.05426,1.05428,1.05384,1.05384,60
2024.01.03,15:21:00,1.05386,1.05386,1.05370,1.05385,60
2024.01.03,15:22:00,1.05387,1.05397,1.05381,1.05387,60
2024.01.03,15:23:00,1.05389,1.05393,1.05364,1.05364,60
2024.01.03,15:24:00,1.05363,1.05366,1.05333,1.05333,60
2024.01.03,15:25:00,1.05336,1.05338,1.05319,1.05328,60
2024.01.03,15:26:00,1.05330,1.05334,1.05319,1.05321,60
2024.01.03,15:27:00,1.05323,1.05323,1.05286,1.05292,60
2024.01.03,15:28:00,1.05290,1.05299,1.05285,1.05290,60
2024.01.03,15:29:00,1.05287,1.05287,1.05272,1.05272,60
2024.01.03,15:30:00,1.05271,1.05278,1.05269,1.05269,60
2024.01.03,15:31:00,1.05266,1.05273,1.05263,1.05266,60
2024.01.03,15:32:00,1.05267,1.05268,1.05240,1.05244,60
2024.01.03,15:33:00,1.05243,1.05245,1.05231,1.05239,60
2024.01.03,15:34:00,1.05239,1.05239,1.05206,1.05206,60
2024.01.03,15:35:00,1.05205,1.05207,1.05194,1.05207,60
2024.01.03,15:36:00,1.05206,1.05207,1.05174,1.05174,60
2024.01.03,15:37:00,1.05171,1.05171,1.05153,1.05157,60
2024.01.03,15:38:00,1.05159,1.05160,1.05143,1.05145,60
2024.01.03,15:39:00,1.05144,1.05145,1.05129,1.05130,60
2024.01.03,15:40:00,1.05127,1.05127,1.05095,1.05099,60
2024.01.03,15:41:00,1.05100,1.05100,1.05072,1.05082,60
2024.01.03,15:42:00,1.05082,1.05087,1.05075,1.05085,60
2024.01.03,15:43:00,1.05084,1.05084,1.05057,1.05060,60
2024.01.03,15:44:00,1.05060,1.05067,1.05055,1.05058,60
2024.01.03,15:45:00,1.05058,1.05059,1.05042,1.05048,60
2024.01.03,15:46:00,1.05048,1.05060,1.05044,1.05059,60
2024.01.03,15:47:00,1.05058,1.05058,1.05032,1.05034,60
2024.01.03,15:48:00,1.05033,1.05033,1.04991,1.04994,60
2024.01.03,15:49:00,1.04996,1.05001,1.04988,1.04990,60
2024.01.03,15:50:00,1.04990,1.04990,1.04971,1.04972,60
2024.01.03,15:51:00,1.04972,1.04972,1.04933,1.04934,60
2024.01.03,15:52:00,1.04935,1.04938,1.04928,1.04935,60
2024.01.03,15:53:00,1.04934,1.04934,1.04912,1.04913,60
2024.01.03,15:54:00,1.04912,1.04920,1.04905,1.04907,60
2024.01.03,15:55:00,1.04905,1.04908,1.04888,1.04890,60
2024.01.03,15:56:00,1.04892,1.04892,1.04877,1.04880,60
2024.01.03,15:57:00,1.04879,1.04880,1.04859,1.04859,60
2024.01.03,15:58:00,1.04859,1.04872,1.04850,1.04854,60
2024.01.03,15:59:00,1.04855,1.04856,1.04845,1.04849,60
2024.01.03,16:00:00,1.04847,1.04854,1.04832,1.04832,60
2024.01.03,16:01:00,1.04831,1.04832,1.04813,1.04820,60
2024.01.03,16:02:00,1.04821,1.04829,1.04810,1.04811,60
2024.01.03,16:03:00,1.04810,1.04817,1.04805,1.04814,60
2024.01.03,16:04:00,1.04813,1.04816,1.04806,1.04807,60
2024.01.03,16:05:00,1.04809,1.04815,1.04789,1.04792,60
2024.01.03,16:06:00,1.04795,1.04799,1.04784,1.04792,60
2024.01.03,16:07:00,1.04791,1.04795,1.04765,1.04767,60
2024.01.03,16:08:00,1.04767,1.04767,1.04732,1.04732,60
2024.01.03,16:09:00,1.04733,1.04733,1.04719,1.04725,60
2024.01.03,16:10:00,1.04724,1.04724,1.04696,1.04707,60
2024.01.03,16:11:00,1.04706,1.04706,1.04677,1.04679,60
2024.01.03,16:12:00,1.04678,1.04694,1.04673,1.04692,60
2024.01.03,16:13:00,1.04689,1.04691,1.04677,1.04683,60
2024.01.03,16:14:00,1.04683,1.04689,1.04676,1.04676,60
2024.01.03,16:15:00,1.04676,1.04684,1.04674,1.04678,60
2024.01.03,16:16:00,1.04678,1.04684,1.04671,1.04678,60
2024.01.03,16:17:00,1.04677,1.04690,1.04675,1.04686,60
2024.01.03,16:18:00,1.04685,1.04686,1.04670,1.04682,60
2024.01.03,16:19:00,1.04680,1.04685,1.04672,1.04684,60
2024.01.03,16:20:00,1.04683,1.04692,1.04678,1.04681,60
2024.01.03,16:21:00,1.04678,1.04688,1.04672,1.04683,60
2024.01.03,16:22:00,1.04682,1.04688,1.04678,1.04682,60
2024.01.03,16:23:00,1.04684,1.04687,1.04674,1.04686,60
2024.01.03,16:24:00,1.04685,1.04692,1.04674,1.04679,60
2024.01.03,16:25:00,1.04677,1.04691,1.04674,1.04690,60
2024.01.03,16:26:00,1.04691,1.04691,1.04676,1.04682,60
2024.01.03,16:27:00,1.04681,1.04682,1.04669,1.04671,60
2024.01.03,16:28:00,1.04671,1.04680,1.04667,1.04679,60
2024.01.03,16:29:00,1.04682,1.04686,1.04676,1.04680,60
2024.01.03,16:30:00,1.04680,1.04687,1.04673,1.04683,60
2024.01.03,16:31:00,1.04682,1.04689,1.04670,1.04673,60
2024.01.03,16:32:00,1.04675,1.04685,1.04675,1.04679,60
2024.01.03,16:33:00,1.04678,1.04687,1.04675,1.04675,60
2024.01.03,16:34:00,1.04678,1.04687,1.04674,1.04679,60
2024.01.03,16:35:00,1.04676,1.04690,1.04673,1.04687,60
2024.01.03,16:36:00,1.04686,1.04691,1.04680,1.04687,60
2024.01.03,16:37:00,1.04685,1.04689,1.04678,1.04680,60
2024.01.03,16:38:00,1.04681,1.04688,1.04673,1.04676,60
2024.01.03,16:39:00,1.04675,1.04681,1.04671,1.04681,60
2024.01.03,16:40:00,1.04681,1.04693,1.04681,1.04684,60
2024.01.03,16:41:00,1.04685,1.04687,1.04676,1.04680,60
2024.01.03,16:42:00,1.04681,1.04685,1.04672,1.04676,60
2024.01.03,16:43:00,1.04676,1.04689,1.04668,1.04688,60
2024.01.03,16:44:00,1.04687,1.04691,1.04679,1.04681,60
2024.01.03,16:45:00,1.04682,1.04688,1.04677,1.04686,60
2024.01.03,16:46:00,1.04685,1.04691,1.04676,1.04691,60
2024.01.03,16:47:00,1.04689,1.04690,1.04679,1.04680,60
2024.01.03,16:48:00,1.04680,1.04691,1.04672,1.04680,60
2024.01.03,16:49:00,1.04682,1.04689,1.04676,1.04676,60
2024.01.03,16:50:00,1.04674,1.04678,1.04669,1.04671,60
2024.01.03,16:51:00,1.04674,1.04685,1.04669,1.04685,60
2024.01.03,16:52:00,1.04683,1.04689,1.04674,1.04684,60
2024.01.03,16:53:00,1.04683,1.04683,1.04673,1.04677,60
2024.01.03,16:54:00,1.04678,1.04683,1.04669,1.04672,60
2024.01.03,16:55:00,1.04672,1.04685,1.04668,1.04677,60
2024.01.03,16:56:00,1.04679,1.04685,1.04673,1.04676,60
2024.01.03,16:57:00,1.04677,1.04677,1.04669,1.04673,60
2024.01.03,16:58:00,1.04669,1.04682,1.04666,1.04681,60
2024.01.03,16:59:00,1.04683,1.04688,1.04676,1.04682,60
2024.01.03,17:00:00,1.04679,1.04689,1.04677,1.04681,60
2024.01.03,17:01:00,1.04682,1.04693,1.04676,1.04690,60
2024.01.03,17:02:00,1.04692,1.04694,1.04677,1.04680,60
2024.01.03,17:03:00,1.04679,1.04694,1.04679,1.04691,60
2024.01.03,17:04:00,1.04689,1.04694,1.04675,1.04681,60
2024.01.03,17:05:00,1.04683,1.04684,1.04669,1.04672,60
2024.01.03,17:06:00,1.04674,1.04679,1.04672,1.04675,60
2024.01.03,17:07:00,1.04673,1.04684,1.04662,1.04665,60
2024.01.03,17:08:00,1.04663,1.04663,1.04646,1.04646,60
2024.01.03,17:09:00,1.04646,1.04649,1.04621,1.04625,60
2024.01.03,17:10:00,1.04622,1.04627,1.04603,1.04603,60
2024.01.03,17:11:00,1.04602,1.04602,1.04572,1.04572,60
2024.01.03,17:12:00,1.04572,1.04582,1.04567,1.04567,60
2024.01.03,17:13:00,1.04568,1.04574,1.04540,1.04541,60
2024.01.03,17:14:00,1.04543,1.04561,1.04542,1.04561,60
2024.01.03,17:15:00,1.04562,1.04576,1.04556,1.04567,60
2024.01.03,17:16:00,1.04567,1.04574,1.04550,1.04556,60
2024.01.03,17:17:00,1.04557,1.04561,1.04549,1.04550,60
2024.01.03,17:18:00,1.04551,1.04553,1.04525,1.04532,60
2024.01.03,17:19:00,1.04530,1.04533,1.04513,1.04516,60
2024.01.03,17:20:00,1.04517,1.04517,1.04494,1.04498,60
2024.01.03,17:21:00,1.04498,1.04504,1.04489,1.04489,60
2024.01.03,17:22:00,1.04488,1.04489,1.04472,1.04474,60
2024.01.03,17:23:00,1.04474,1.04474,1.04451,1.04459,60
2024.01.03,17:24:00,1.04457,1.04457,1.04439,1.04446,60
2024.01.03,17:25:00,1.04445,1.04446,1.04421,1.04422,60
2024.01.03,17:26:00,1.04423,1.04429,1.04403,1.04403,60
2024.01.03,17:27:00,1.04401,1.04402,1.04385,1.04388,60
2024.01.03,17:28:00,1.04389,1.04400,1.04385,1.04385,60
2024.01.03,17:29:00,1.04383,1.04387,1.04363,1.04364,60
2024.01.03,17:30:00,1.04366,1.04374,1.04354,1.04354,60
2024.01.03,17:31:00,1.04353,1.04356,1.04347,1.04348,60
2024.01.03,17:32:00,1.04349,1.04356,1.04341,1.04341,60
2024.01.03,17:33:00,1.04339,1.04349,1.04333,1.04347,60
2024.01.03,17:34:00,1.04346,1.04347,1.04321,1.04334,60
2024.01.03,17:35:00,1.04333,1.04336,1.04325,1.04333,60
2024.01.03,17:36:00,1.04333,1.04338,1.04324,1.04328,60
2024.01.03,17:37:00,1.04327,1.04332,1.04318,1.04323,60
2024.01.03,17:38:00,1.04322,1.04332,1.04322,1.04327,60
2024.01.03,17:39:00,1.04331,1.04340,1.04328,1.04328,60
2024.01.03,17:40:00,1.04330,1.04337,1.04325,1.04334,60
2024.01.03,17:41:00,1.04337,1.04339,1.04322,1.04330,60
2024.01.03,17:42:00,1.04329,1.04336,1.04321,1.04334,60
2024.01.03,17:43:00,1.04333,1.04339,1.04323,1.04333,60
2024.01.03,17:44:00,1.04335,1.04342,1.04320,1.04329,60
2024.01.03,17:45:00,1.04329,1.04336,1.04326,1.04333,60
2024.01.03,17:46:00,1.04331,1.04340,1.04319,1.04324,60
2024.01.03,17:47:00,1.04327,1.04335,1.04325,1.04333,60
2024.01.03,17:48:00,1.04333,1.04338,1.04324,1.04332,60
2024.01.03,17:49:00,1.04331,1.04338,1.04324,1.04328,60
2024.01.03,17:50:00,1.04327,1.04334,1.04320,1.04330,60
2024.01.03,17:51:00,1.04330,1.04333,1.04320,1.04326,60
2024.01.03,17:52:00,1.04329,1.04341,1.04323,1.04338,60
2024.01.03,17:53:00,1.04338,1.04340,1.04328,1.04334,60
2024.01.03,17:54:00,1.04334,1.04340,1.04325,1.04331,60
2024.01.03,17:55:00,1.04331,1.04336,1.04319,1.04319,60
2024.01.03,17:56:00,1.04318,1.04333,1.04315,1.04332,60
2024.01.03,17:57:00,1.04332,1.04336,1.04326,1.04333,60
2024.01.03,17:58:00,1.04332,1.04334,1.04317,1.04320,60
2024.01.03,17:59:00,1.04319,1.04330,1.04317,1.04328,60
2024.01.03,18:00:00,1.04328,1.04335,1.04325,1.04330,60
2024.01.03,18:01:00,1.04327,1.04337,1.04321,1.04336,60
2024.01.03,18:02:00,1.04335,1.04342,1.04327,1.04328,60
2024.01.03,18:03:00,1.04325,1.04328,1.04318,1.04324,60
2024.01.03,18:04:00,1.04324,1.04328,1.04312,1.04325,60
2024.01.03,18:05:00,1.04325,1.04335,1.04322,1.04328,60
2024.01.03,18:06:00,1.04325,1.04335,1.04321,1.04331,60
2024.01.03,18:07:00,1.04333,1.04339,1.04324,1.04327,60
2024.01.03,18:08:00,1.04325,1.04336,1.04314,1.04317,60
2024.01.03,18:09:00,1.04320,1.04335,1.04317,1.04320,60
2024.01.03,18:10:00,1.04323,1.04336,1.04318,1.04326,60
2024.01.03,18:11:00,1.04323,1.04331,1.04318,1.04328,60
2024.01.03,18:12:00,1.04328,1.04334,1.04317,1.04330,60
2024.01.03,18:13:00,1.04329,1.04333,1.04319,1.04326,60
2024.01.03,18:14:00,1.04325,1.04333,1.04319,1.04323,60
2024.01.03,18:15:00,1.04319,1.04334,1.04318,1.04327,60
2024.01.03,18:16:00,1.04327,1.04332,1.04320,1.04320,60
2024.01.03,18:17:00,1.04321,1.04327,1.04315,1.04327,60
2024.01.03,18:18:00,1.04328,1.04337,1.04318,1.04337,60
2024.01.03,18:19:00,1.04335,1.04338,1.04324,1.04329,60
2024.01.03,18:20:00,1.04328,1.04337,1.04324,1.04324,60
2024.01.03,18:21:00,1.04322,1.04341,1.04321,1.04341,60
2024.01.03,18:22:00,1.04341,1.04343,1.04330,1.04335,60
2024.01.03,18:23:00,1.04335,1.04340,1.04330,1.04335,60
2024.01.03,18:24:00,1.04336,1.04339,1.04327,1.04336,60
2024.01.03,18:25:00,1.04336,1.04341,1.04314,1.04314,60
2024.01.03,18:26:00,1.04314,1.04340,1.04314,1.04324,60
2024.01.03,18:27:00,1.04328,1.04334,1.04323,1.04324,60
2024.01.03,18:28:00,1.04324,1.04331,1.04322,1.04327,60
2024.01.03,18:29:00,1.04327,1.04339,1.04327,1.04331,60
2024.01.03,18:30:00,1.04330,1.04335,1.04324,1.04328,60
2024.01.03,18:31:00,1.04330,1.04338,1.04321,1.04335,60
2024.01.03,18:32:00,1.04334,1.04339,1.04325,1.04333,60
2024.01.03,18:33:00,1.04332,1.04332,1.04319,1.04328,60
2024.01.03,18:34:00,1.04327,1.04333,1.04321,1.04331,60
2024.01.03,18:35:00,1.04332,1.04334,1.04325,1.04329,60
2024.01.03,18:36:00,1.04332,1.04336,1.04324,1.04329,60
2024.01.03,18:37:00,1.04328,1.04334,1.04318,1.04324,60
2024.01.03,18:38:00,1.04326,1.04335,1.04320,1.04331,60
2024.01.03,18:39:00,1.04330,1.04333,1.04324,1.04332,60
2024.01.03,18:40:00,1.04334,1.04335,1.04319,1.04328,60
2024.01.03,18:41:00,1.04327,1.04335,1.04322,1.04331,60
2024.01.03,18:42:00,1.04331,1.04331,1.04313,1.04321,60
2024.01.03,18:43:00,1.04320,1.04321,1.04297,1.04304,60
2024.01.03,18:44:00,1.04304,1.04305,1.04280,1.04286,60
2024.01.03,18:45:00,1.04284,1.04294,1.04273,1.04274,60
2024.01.03,18:46:00,1.04273,1.04278,1.04241,1.04241,60
2024.01.03,18:47:00,1.04240,1.04240,1.04200,1.04202,60
2024.01.03,18:48:00,1.04202,1.04211,1.04186,1.04187,60
2024.01.03,18:49:00,1.04185,1.04185,1.04173,1.04173,60
2024.01.03,18:50:00,1.04173,1.04176,1.04148,1.04149,60
2024.01.03,18:51:00,1.04147,1.04148,1.04137,1.04142,60
2024.01.03,18:52:00,1.04142,1.04146,1.04123,1.04125,60
2024.01.03,18:53:00,1.04125,1.04126,1.04105,1.04115,60
2024.01.03,18:54:00,1.04112,1.04119,1.04102,1.04106,60
2024.01.03,18:55:00,1.04108,1.04110,1.04082,1.04083,60
2024.01.03,18:56:00,1.04082,1.04082,1.04054,1.04055,60
2024.01.03,18:57:00,1.04056,1.04056,1.04020,1.04020,60
2024.01.03,18:58:00,1.04022,1.04032,1.04014,1.04014,60
2024.01.03,18:59:00,1.04015,1.04016,1.03982,1.03982,60
2024.01.03,19:00:00,1.03983,1.03985,1.03965,1.03974,60
2024.01.03,19:01:00,1.03974,1.03975,1.03948,1.03953,60
2024.01.03,19:02:00,1.03954,1.03962,1.03947,1.03947,60
2024.01.03,19:03:00,1.03948,1.03952,1.03939,1.03942,60
2024.01.03,19:04:00,1.03942,1.03943,1.03923,1.03924,60
2024.01.03,19:05:00,1.03924,1.03929,1.03907,1.03907,60
2024.01.03,19:06:00,1.03908,1.03913,1.03887,1.03888,60
2024.01.03,19:07:00,1.03890,1.03890,1.03863,1.03872,60
2024.01.03,19:08:00,1.03872,1.03875,1.03858,1.03858,60
2024.01.03,19:09:00,1.03856,1.03858,1.03823,1.03826,60
2024.01.03,19:10:00,1.03825,1.03826,1.03803,1.03819,60
2024.01.03,19:11:00,1.03818,1.03820,1.03807,1.03808,60
2024.01.03,19:12:00,1.03807,1.03807,1.03775,1.03782,60
2024.01.03,19:13:00,1.03782,1.03786,1.03758,1.03758,60
2024.01.03,19:14:00,1.03760,1.03767,1.03739,1.03739,60
2024.01.03,19:15:00,1.03739,1.03741,1.03730,1.03737,60
2024.01.03,19:16:00,1.03739,1.03753,1.03735,1.03744,60
2024.01.03,19:17:00,1.03743,1.03752,1.03736,1.03746,60
2024.01.03,19:18:00,1.03745,1.03755,1.03735,1.03755,60
2024.01.03,19:19:00,1.03757,1.03765,1.03753,1.03763,60
2024.01.03,19:20:00,1.03764,1.03776,1.03761,1.03766,60
2024.01.03,19:21:00,1.03766,1.03770,1.03757,1.03760,60
2024.01.03,19:22:00,1.03761,1.03772,1.03761,1.03772,60
2024.01.03,19:23:00,1.03772,1.03787,1.03770,1.03787,60
2024.01.03,19:24:00,1.03787,1.03805,1.03786,1.03805,60
2024.01.03,19:25:00,1.03804,1.03817,1.03797,1.03815,60
2024.01.03,19:26:00,1.03814,1.03818,1.03806,1.03816,60
2024.01.03,19:27:00,1.03817,1.03833,1.03817,1.03828,60
2024.01.03,19:28:00,1.03828,1.03842,1.03828,1.03840,60
2024.01.03,19:29:00,1.03839,1.03845,1.03830,1.03845,60
2024.01.03,19:30:00,1.03847,1.03879,1.03847,1.03874,60
2024.01.03,19:31:00,1.03872,1.03882,1.03869,1.03880,60
2024.01.03,19:32:00,1.03881,1.03903,1.03881,1.03899,60
2024.01.03,19:33:00,1.03900,1.03921,1.03896,1.03919,60
2024.01.03,19:34:00,1.03921,1.03945,1.03921,1.03937,60
2024.01.03,19:35:00,1.03939,1.03945,1.03933,1.03940,60
2024.01.03,19:36:00,1.03940,1.03955,1.03937,1.03951,60
2024.01.03,19:37:00,1.03951,1.03952,1.03926,1.03928,60
2024.01.03,19:38:00,1.03925,1.03927,1.03918,1.03926,60
2024.01.03,19:39:00,1.03927,1.03961,1.03927,1.03961,60
2024.01.03,19:40:00,1.03960,1.03980,1.03959,1.03975,60
2024.01.03,19:41:00,1.03975,1.03995,1.03974,1.03988,60
2024.01.03,19:42:00,1.03990,1.04016,1.03990,1.04016,60
2024.01.03,19:43:00,1.04017,1.04045,1.04017,1.04028,60
2024.01.03,19:44:00,1.04025,1.04038,1.04018,1.04038,60
2024.01.03,19:45:00,1.04038,1.04049,1.04037,1.04045,60
2024.01.03,19:46:00,1.04043,1.04043,1.04025,1.04043,60
2024.01.03,19:47:00,1.04043,1.04044,1.04029,1.04040,60
2024.01.03,19:48:00,1.04039,1.04055,1.04037,1.04054,60
2024.01.03,19:49:00,1.04055,1.04074,1.04055,1.04063,60
2024.01.03,19:50:00,1.04064,1.04081,1.04063,1.04073,60
2024.01.03,19:51:00,1.04072,1.04090,1.04072,1.04082,60
2024.01.03,19:52:00,1.04080,1.04115,1.04080,1.04111,60
2024.01.03,19:53:00,1.04111,1.04115,1.04106,1.04111,60
2024.01.03,19:54:00,1.04114,1.04127,1.04108,1.04127,60
2024.01.03,19:55:00,1.04128,1.04136,1.04119,1.04125,60
2024.01.03,19:56:00,1.04122,1.04143,1.04117,1.04143,60
2024.01.03,19:57:00,1.04142,1.04173,1.04142,1.04171,60
2024.01.03,19:58:00,1.04172,1.04189,1.04172,1.04189,60
2024.01.03,19:59:00,1.04191,1.04196,1.04188,1.04194,60
2024.01.03,20:00:00,1.04195,1.04209,1.04188,1.04207,60
2024.01.03,20:01:00,1.04207,1.04219,1.04205,1.04214,60
2024.01.03,20:02:00,1.04213,1.04232,1.04212,1.04231,60
2024.01.03,20:03:00,1.04232,1.04241,1.04222,1.04228,60
2024.01.03,20:04:00,1.04226,1.04241,1.04223,1.04237,60
2024.01.03,20:05:00,1.04235,1.04242,1.04228,1.04235,60
2024.01.03,20:06:00,1.04238,1.04243,1.04228,1.04230,60
2024.01.03,20:07:00,1.04230,1.04234,1.04220,1.04230,60
2024.01.03,20:08:00,1.04230,1.04240,1.04230,1.04234,60
2024.01.03,20:09:00,1.04231,1.04242,1.04230,1.04240,60
2024.01.03,20:10:00,1.04241,1.04245,1.04224,1.04228,60
2024.01.03,20:11:00,1.04226,1.04237,1.04222,1.04235,60
2024.01.03,20:12:00,1.04233,1.04244,1.04223,1.04232,60
2024.01.03,20:13:00,1.04231,1.04239,1.04225,1.04239,60
2024.01.03,20:14:00,1.04238,1.04241,1.04224,1.04233,60
2024.01.03,20:15:00,1.04231,1.04240,1.04229,1.04240,60
2024.01.03,20:16:00,1.04239,1.04242,1.04221,1.04223,60
2024.01.03,20:17:00,1.04227,1.04241,1.04224,1.04234,60
2024.01.03,20:18:00,1.04233,1.04243,1.04226,1.04241,60
2024.01.03,20:19:00,1.04241,1.04244,1.04224,1.04228,60
2024.01.03,20:20:00,1.04229,1.04241,1.04223,1.04237,60
2024.01.03,20:21:00,1.04239,1.04241,1.04228,1.04235,60
2024.01.03,20:22:00,1.04236,1.04248,1.04236,1.04244,60
2024.01.03,20:23:00,1.04244,1.04248,1.04230,1.04232,60
2024.01.03,20:24:00,1.04229,1.04231,1.04221,1.04227,60
2024.01.03,20:25:00,1.04228,1.04238,1.04227,1.04228,60
2024.01.03,20:26:00,1.04233,1.04242,1.04232,1.04233,60
2024.01.03,20:27:00,1.04232,1.04242,1.04227,1.04238,60
2024.01.03,20:28:00,1.04239,1.04241,1.04227,1.04231,60
2024.01.03,20:29:00,1.04233,1.04242,1.04231,1.04242,60
2024.01.03,20:30:00,1.04241,1.04246,1.04235,1.04245,60
